Forma	Frecuencia	Frec. norm.
masculino	8275	16.79
perdiendo	8274	16.79
orquesta	8274	16.79
vea	8270	16.78
instituto	8270	16.78
Paz	8269	16.78
murieron	8269	16.78
volante	8266	16.78
casualidad	8265	16.77
antiguas	8264	16.77
dejo	8260	16.76
estaciones	8258	16.76
simples	8256	16.76
sustancia	8255	16.75
delegación	8255	16.75
específicamente	8255	16.75
poseen	8252	16.75
marcar	8250	16.74
respirar	8249	16.74
completar	8247	16.74
Mamá	8243	16.73
tramo	8241	16.72
Cuatro	8241	16.72
rigor	8240	16.72
alumno	8240	16.72
sonríe	8238	16.72
dichas	8237	16.72
valle	8236	16.71
explicado	8231	16.7
comidas	8229	16.7
creando	8228	16.7
garantías	8228	16.7
trabajó	8226	16.69
introducción	8226	16.69
creencias	8225	16.69
Figura	8225	16.69
problemática	8222	16.69
judiciales	8222	16.69
show	8217	16.68
boda	8216	16.67
vinos	8214	16.67
1980	8213	16.67
Tecnología	8212	16.67
filas	8212	16.67
conducir	8211	16.66
liberal	8211	16.66
darme	8210	16.66
sindicatos	8202	16.65
cumbre	8202	16.65
sanciones	8200	16.64
pesca	8195	16.63
veremos	8193	16.63
vimos	8191	16.62
dedica	8191	16.62
esperado	8188	16.62
alemana	8186	16.61
sueldo	8185	16.61
castellano	8179	16.6
cálculo	8175	16.59
Corea	8173	16.59
giro	8167	16.57
trabajador	8166	16.57
une	8163	16.57
educativas	8162	16.56
llegará	8162	16.56
conductas	8160	16.56
gloria	8159	16.56
conscientes	8156	16.55
huella	8154	16.55
comprende	8152	16.54
aplica	8150	16.54
crímenes	8150	16.54
complicaciones	8149	16.54
extraordinaria	8134	16.51
Suprema	8133	16.51
soportar	8131	16.5
propietarios	8127	16.49
120	8121	16.48
informa	8120	16.48
productivo	8117	16.47
desarrollan	8117	16.47
documentación	8116	16.47
dioses	8113	16.46
básicamente	8112	16.46
Cabe	8111	16.46
vayan	8106	16.45
sorprendente	8105	16.45
supera	8105	16.45
cerebral	8105	16.45
dirigir	8104	16.45
crecido	8102	16.44
gases	8102	16.44
escasos	8101	16.44
oye	8101	16.44
conocidas	8095	16.43
sepa	8094	16.43
Rosario	8093	16.42
entendía	8093	16.42
39	8092	16.42
directiva	8090	16.42
patas	8089	16.42
favorable	8088	16.41
ayudan	8087	16.41
transmitir	8086	16.41
chilena	8086	16.41
fármacos	8085	16.41
rojos	8077	16.39
seguida	8077	16.39
Diputados	8077	16.39
Lucía	8073	16.38
géneros	8069	16.38
insiste	8068	16.37
definitivo	8063	16.36
comunicaciones	8062	16.36
detener	8061	16.36
religioso	8059	16.36
subrayó	8058	16.35
recurrir	8054	16.34
vínculos	8050	16.34
Agustín	8045	16.33
restricciones	8044	16.32
colectivos	8041	16.32
convicción	8040	16.32
parcial	8038	16.31
Podría	8036	16.31
violación	8031	16.3
indispensable	8031	16.3
conservar	8028	16.29
externa	8024	16.28
Pacífico	8021	16.28
peruano	8020	16.28
tiende	8020	16.28
galería	8020	16.28
Marina	8019	16.27
Cine	8015	16.27
hueco	8012	16.26
Existe	8010	16.26
Quería	8004	16.24
declarado	8003	16.24
policiales	7999	16.23
repite	7999	16.23
contemporáneo	7999	16.23
relacionada	7997	16.23
votar	7997	16.23
colaboradores	7996	16.23
reír	7995	16.23
Igual	7992	16.22
suman	7991	16.22
pertenecen	7990	16.22
renovación	7989	16.21
autos	7985	16.2
química	7984	16.2
circunstancia	7984	16.2
permanece	7983	16.2
respetar	7981	16.2
tejidos	7980	16.19
desarrolló	7979	16.19
descansar	7979	16.19
papa	7976	16.19
universitarios	7973	16.18
dios	7967	16.17
veían	7962	16.16
fumar	7955	16.14
eco	7943	16.12
sello	7941	16.12
adoptar	7940	16.11
perspectivas	7938	16.11
excusa	7938	16.11
éxitos	7932	16.1
ayudó	7925	16.08
SE	7922	16.08
ajuste	7918	16.07
William	7915	16.06
sospecha	7913	16.06
detención	7913	16.06
guerras	7913	16.06
inspiración	7912	16.06
inútil	7912	16.06
justa	7911	16.05
poderoso	7909	16.05
rostros	7909	16.05
horror	7906	16.04
instancias	7904	16.04
templo	7901	16.03
aviones	7899	16.03
gubernamentales	7898	16.03
camión	7896	16.02
coalición	7894	16.02
Marcos	7893	16.02
x	7892	16.02
flor	7890	16.01
limón	7889	16.01
amable	7888	16.01
usado	7885	16.0
receta	7884	16.0
Florida	7882	16.0
fomentar	7879	15.99
liga	7878	15.99
pensiones	7873	15.98
pinturas	7870	15.97
cocaína	7869	15.97
llamas	7867	15.97
abuelos	7866	15.96
Montevideo	7865	15.96
adquisición	7863	15.96
aclarar	7862	15.96
seno	7861	15.95
tenis	7861	15.95
cerrados	7858	15.95
Margarita	7858	15.95
cumplen	7857	15.95
metodología	7857	15.95
Alto	7852	15.93
portero	7851	15.93
posesión	7849	15.93
adopción	7849	15.93
científicas	7848	15.93
novedades	7848	15.93
gramos	7845	15.92
sudor	7844	15.92
parámetros	7844	15.92
excepto	7843	15.92
museos	7840	15.91
rica	7838	15.91
cambiando	7838	15.91
agencias	7836	15.9
habituales	7833	15.9
gafas	7832	15.89
Mar	7831	15.89
consideraba	7830	15.89
llanto	7830	15.89
comparten	7829	15.89
músculos	7829	15.89
auténtico	7827	15.88
llegaban	7827	15.88
pasta	7825	15.88
sombrero	7823	15.88
miel	7822	15.87
mencionó	7820	15.87
autorización	7818	15.87
agrícolas	7816	15.86
harán	7816	15.86
aparatos	7815	15.86
fantasma	7815	15.86
afición	7814	15.86
limpio	7814	15.86
Sabes	7813	15.86
comercialización	7813	15.86
modificaciones	7813	15.86
rosa	7811	15.85
terraza	7811	15.85
palacio	7810	15.85
tribunales	7806	15.84
conforman	7805	15.84
podamos	7804	15.84
ola	7803	15.84
brillo	7802	15.83
charla	7802	15.83
Esas	7801	15.83
oral	7797	15.82
certamen	7793	15.82
culto	7792	15.81
Director	7792	15.81
exclusiva	7791	15.81
ministerio	7791	15.81
cenar	7790	15.81
Hotel	7790	15.81
inseguridad	7788	15.8
aparecía	7787	15.8
relativa	7785	15.8
Servicios	7784	15.8
traído	7784	15.8
creció	7784	15.8
das	7784	15.8
supongo	7781	15.79
reparto	7780	15.79
Silencio	7780	15.79
encanta	7780	15.79
guardar	7780	15.79
efectivos	7778	15.78
iniciado	7774	15.78
singular	7768	15.76
fantasía	7768	15.76
acumulación	7767	15.76
alivio	7767	15.76
insectos	7767	15.76
vegetación	7765	15.76
refirió	7764	15.76
tocado	7763	15.75
tumba	7763	15.75
energética	7762	15.75
verá	7761	15.75
Hola	7761	15.75
conocí	7760	15.75
sensible	7759	15.75
Carolina	7755	15.74
T	7752	15.73
generó	7744	15.72
italiana	7743	15.71
académicos	7739	15.71
hallazgo	7739	15.71
competitividad	7737	15.7
considerando	7735	15.7
presidentes	7734	15.7
rusa	7733	15.69
Fueron	7732	15.69
irá	7732	15.69
propietario	7729	15.69
ajeno	7729	15.69
parada	7725	15.68
fundador	7724	15.68
saberlo	7722	15.67
exigencias	7721	15.67
longitud	7721	15.67
mover	7721	15.67
residentes	7720	15.67
soldado	7720	15.67
tradiciones	7720	15.67
44	7719	15.66
nervios	7716	15.66
avanza	7714	15.65
nube	7712	15.65
invisible	7708	15.64
transparente	7706	15.64
lejano	7706	15.64
pico	7705	15.64
Atlético	7703	15.63
procedentes	7702	15.63
nosotras	7702	15.63
medias	7700	15.63
sillón	7699	15.62
originales	7699	15.62
rapidez	7698	15.62
fabricación	7697	15.62
provenientes	7696	15.62
penas	7695	15.62
acompañada	7695	15.62
saco	7695	15.62
excelencia	7692	15.61
pedía	7691	15.61
narcotráfico	7690	15.61
contener	7689	15.6
cumplió	7688	15.6
lanza	7684	15.59
vecina	7677	15.58
New	7670	15.57
siguieron	7668	15.56
reforzar	7666	15.56
vientre	7655	15.53
cortar	7655	15.53
síntesis	7654	15.53
uñas	7654	15.53
Va	7651	15.53
ganancias	7650	15.52
afán	7645	15.51
capítulos	7640	15.5
Mañana	7640	15.5
Ello	7639	15.5
misa	7639	15.5
institucionales	7638	15.5
costó	7636	15.5
NASA	7636	15.5
falsa	7634	15.49
condenado	7633	15.49
ejemplar	7631	15.49
financieras	7626	15.48
Lucas	7626	15.48
futuros	7625	15.47
criminal	7624	15.47
identificado	7624	15.47
efectividad	7621	15.47
pop	7620	15.46
impresionante	7618	15.46
2023	7616	15.46
partículas	7616	15.46
suponer	7615	15.45
servido	7614	15.45
Europeo	7608	15.44
detección	7607	15.44
archivo	7606	15.44
Movimiento	7602	15.43
batería	7599	15.42
coordinador	7595	15.41
caza	7594	15.41
aviso	7592	15.41
Bolívar	7589	15.4
comienzan	7587	15.4
mostraba	7587	15.4
prefiere	7586	15.39
cansado	7579	15.38
tratados	7577	15.38
creada	7574	15.37
legado	7574	15.37
introducir	7573	15.37
sigo	7572	15.37
china	7570	15.36
creemos	7569	15.36
creadores	7566	15.35
apoya	7559	15.34
IV	7559	15.34
adicionales	7558	15.34
andaba	7558	15.34
coinciden	7557	15.34
gama	7557	15.34
mantenía	7557	15.34
bicicleta	7556	15.33
Bush	7556	15.33
diseñado	7556	15.33
funcionan	7555	15.33
finca	7553	15.33
contando	7551	15.32
claros	7550	15.32
dispuesta	7550	15.32
académica	7547	15.32
inicialmente	7547	15.32
capitales	7546	15.31
potente	7544	15.31
otoño	7542	15.31
biodiversidad	7541	15.3
seguían	7539	15.3
vigor	7539	15.3
Constitucional	7539	15.3
normalidad	7539	15.3
Agricultura	7537	15.3
electrónicos	7533	15.29
*	7530	15.28
43	7528	15.28
cuchillo	7528	15.28
quieras	7525	15.27
negativos	7523	15.27
modificación	7521	15.26
venezolanos	7520	15.26
favorito	7519	15.26
Irán	7519	15.26
sillas	7518	15.26
serlo	7517	15.25
síndrome	7517	15.25
matemáticas	7516	15.25
estrecha	7515	15.25
versos	7513	15.25
finalizar	7513	15.25
considerados	7512	15.24
contemporánea	7511	15.24
den	7510	15.24
Canal	7507	15.23
nostalgia	7507	15.23
organizada	7505	15.23
oídos	7503	15.23
tecnológicos	7501	15.22
televisor	7499	15.22
US$	7498	15.22
vacía	7498	15.22
limitado	7498	15.22
digamos	7494	15.21
incluida	7493	15.21
Sanidad	7492	15.2
Papa	7492	15.2
copas	7488	15.2
distrito	7487	15.19
roto	7486	15.19
fallecido	7481	15.18
absurdo	7472	15.16
comisario	7472	15.16
pesetas	7470	15.16
intentado	7470	15.16
Grecia	7467	15.15
internas	7466	15.15
entran	7465	15.15
Penal	7464	15.15
huir	7464	15.15
impone	7463	15.15
avanzado	7459	15.14
acompañar	7457	15.13
imponer	7456	15.13
exposiciones	7455	15.13
capitalismo	7454	15.13
muros	7452	15.12
planos	7451	15.12
piscina	7448	15.11
chinos	7447	15.11
convierten	7446	15.11
mostraron	7446	15.11
Pilar	7444	15.11
presentarse	7444	15.11
contienen	7442	15.1
despedida	7442	15.1
Semana	7441	15.1
mundiales	7440	15.1
desarrollados	7437	15.09
escribiendo	7437	15.09
siglas	7436	15.09
amanecer	7435	15.09
copia	7433	15.08
globalización	7432	15.08
muere	7432	15.08
alarma	7430	15.08
consumir	7430	15.08
transferencia	7429	15.08
decidí	7427	15.07
útiles	7421	15.06
admiración	7419	15.06
menú	7417	15.05
corredor	7415	15.05
estilos	7411	15.04
secuencia	7408	15.03
monte	7407	15.03
ocupado	7407	15.03
autónomas	7405	15.03
orígenes	7405	15.03
compañera	7402	15.02
regresa	7401	15.02
británica	7399	15.02
invitó	7399	15.02
sostener	7393	15.0
lenta	7393	15.0
asegurado	7385	14.99
Boca	7385	14.99
Aquel	7383	14.98
modernidad	7383	14.98
repertorio	7382	14.98
sexto	7380	14.98
pánico	7379	14.97
coronavirus	7378	14.97
economías	7376	14.97
Oriente	7375	14.97
plantel	7374	14.96
sitúa	7373	14.96
Sofía	7373	14.96
Aquella	7373	14.96
terrorista	7373	14.96
alimentaria	7372	14.96
autobús	7372	14.96
brindar	7372	14.96
partir	7372	14.96
trayecto	7371	14.96
definido	7370	14.96
seguimos	7369	14.95
participado	7369	14.95
vasos	7367	14.95
actúa	7366	14.95
tratan	7365	14.95
40%	7364	14.94
explorar	7364	14.94
juegan	7361	14.94
negociar	7358	14.93
contratación	7354	14.92
vientos	7352	14.92
enfrentamiento	7352	14.92
comportamientos	7351	14.92
turístico	7350	14.92
videos	7349	14.91
firmas	7344	14.9
disputa	7343	14.9
primo	7340	14.9
facultad	7339	14.89
afirmación	7338	14.89
arquitecto	7337	14.89
oscuras	7336	14.89
desnudo	7331	14.88
mandó	7331	14.88
concreta	7330	14.88
consultas	7329	14.87
interesado	7327	14.87
solicitar	7324	14.86
normales	7323	14.86
tarjetas	7322	14.86
dolores	7322	14.86
tomaba	7321	14.86
trastorno	7321	14.86
Esteban	7321	14.86
foco	7320	14.85
sorprendido	7319	14.85
dormitorio	7317	14.85
productiva	7314	14.84
elevada	7314	14.84
obstáculos	7314	14.84
Tabla	7311	14.84
utilizada	7310	14.83
gratuita	7308	14.83
químicos	7306	14.83
tele	7302	14.82
nutrientes	7300	14.81
incidente	7299	14.81
ofensiva	7297	14.81
piden	7295	14.8
gubernamental	7294	14.8
fortalecimiento	7293	14.8
Mariana	7293	14.8
exclusión	7292	14.8
notar	7291	14.8
Andrea	7290	14.79
exportación	7289	14.79
pa	7289	14.79
deportes	7286	14.79
Obama	7286	14.79
nacer	7285	14.78
norteamericana	7281	14.78
salga	7279	14.77
sacerdote	7278	14.77
duele	7277	14.77
señores	7274	14.76
extranjera	7273	14.76
Pensé	7271	14.76
alemanes	7271	14.76
embarazada	7271	14.76
almuerzo	7270	14.75
despierta	7270	14.75
estando	7270	14.75
junta	7269	14.75
sacrificio	7268	14.75
cubierto	7268	14.75
PARA	7268	14.75
cuántos	7267	14.75
competición	7266	14.75
acaban	7264	14.74
automóvil	7262	14.74
Trump	7261	14.74
41	7260	14.73
suelos	7258	14.73
saliendo	7255	14.72
reúne	7252	14.72
botellas	7250	14.71
perfección	7249	14.71
grasas	7248	14.71
quita	7241	14.69
migrantes	7241	14.69
camioneta	7239	14.69
estudiado	7238	14.69
Protección	7235	14.68
bebida	7235	14.68
cartel	7235	14.68
noción	7235	14.68
océano	7235	14.68
alrededores	7232	14.68
800	7231	14.67
Oficina	7229	14.67
Pepe	7227	14.67
Van	7225	14.66
preguntarle	7224	14.66
entregado	7222	14.66
futbolista	7220	14.65
confirmar	7216	14.64
maravilloso	7216	14.64
crudo	7215	14.64
aprovechó	7214	14.64
traslado	7214	14.64
consejero	7214	14.64
oreja	7204	14.62
tirar	7202	14.62
culo	7200	14.61
retiro	7198	14.61
tocaba	7198	14.61
seria	7197	14.61
bonita	7197	14.61
densidad	7197	14.61
daría	7195	14.6
aportes	7194	14.6
satisfacer	7191	14.59
esperaban	7191	14.59
Proyecto	7190	14.59
cualidades	7190	14.59
disparo	7189	14.59
captura	7186	14.58
hechas	7186	14.58
Mónica	7185	14.58
Igualmente	7181	14.57
barro	7177	14.56
destinos	7174	14.56
exilio	7171	14.55
ideología	7168	14.55
temprana	7166	14.54
rodeado	7163	14.54
pidiendo	7162	14.53
enamorado	7162	14.53
guión	7158	14.53
aumentó	7157	14.52
ése	7156	14.52
conquista	7154	14.52
valorar	7152	14.51
circular	7149	14.51
presiones	7146	14.5
espectáculos	7138	14.49
alas	7133	14.48
divertido	7133	14.48
cuota	7130	14.47
trece	7129	14.47
XVIII	7129	14.47
alegre	7128	14.47
explican	7126	14.46
migración	7125	14.46
aventuras	7123	14.45
N	7123	14.45
fragmentos	7120	14.45
oliva	7120	14.45
Cuánto	7113	14.43
parado	7113	14.43
Radio	7110	14.43
denominada	7109	14.43
generando	7109	14.43
contemplar	7104	14.42
latinoamericanos	7104	14.42
ponga	7103	14.41
100%	7101	14.41
trámite	7096	14.4
vivían	7096	14.4
intervenir	7096	14.4
NO	7096	14.4
aumentado	7095	14.4
corona	7091	14.39
comparte	7090	14.39
pedirle	7087	14.38
imagino	7086	14.38
coger	7085	14.38
causar	7082	14.37
preocupaciones	7081	14.37
olas	7080	14.37
renunciar	7079	14.37
Gloria	7079	14.37
División	7078	14.36
extinción	7077	14.36
imperio	7073	14.35
cobrar	7072	14.35
legisladores	7068	14.34
bola	7067	14.34
suceder	7065	14.34
fortaleza	7059	14.33
Mucho	7059	14.33
ajo	7056	14.32
sano	7056	14.32
exploración	7056	14.32
obtiene	7055	14.32
utilizó	7054	14.31
disponer	7052	14.31
escasez	7052	14.31
darles	7051	14.31
otorga	7050	14.31
carreteras	7048	14.3
pensión	7047	14.3
experimento	7047	14.3
1985	7044	14.29
i	7044	14.29
suicidio	7041	14.29
palo	7041	14.29
obvio	7038	14.28
ofertas	7038	14.28
quieran	7035	14.28
Éste	7035	14.28
bronce	7034	14.27
sanitarios	7031	14.27
faltan	7030	14.27
imaginario	7028	14.26
importaba	7027	14.26
observaciones	7025	14.26
obligó	7022	14.25
chilenos	7021	14.25
Espero	7015	14.24
llenos	7015	14.24
80%	7013	14.23
abandonó	7008	14.22
incendio	6995	14.2
rutas	6993	14.19
Posteriormente	6991	14.19
extiende	6990	14.19
venganza	6988	14.18
pasaban	6988	14.18
pasará	6986	14.18
desesperación	6985	14.17
entraba	6984	14.17
confirma	6983	14.17
contribución	6983	14.17
inteligentes	6983	14.17
fibra	6982	14.17
F	6980	14.16
teniente	6976	14.16
ríe	6975	14.15
volar	6974	14.15
medalla	6973	14.15
Reyes	6970	14.14
invasión	6970	14.14
volverá	6969	14.14
ópera	6969	14.14
ligero	6968	14.14
QUE	6967	14.14
ancianos	6967	14.14
quedamos	6966	14.14
continuo	6965	14.13
niega	6964	14.13
civilización	6962	14.13
presentaciones	6961	14.13
prendas	6960	14.12
ocurría	6960	14.12
Feria	6959	14.12
convencional	6957	14.12
radiación	6955	14.11
firmar	6955	14.11
cadáveres	6950	14.1
esperanzas	6950	14.1
paisajes	6950	14.1
razonable	6945	14.09
supuestos	6945	14.09
semestre	6943	14.09
gasolina	6942	14.09
obviamente	6942	14.09
perdieron	6938	14.08
exhibición	6933	14.07
lateral	6932	14.07
reflexionar	6930	14.06
despertó	6927	14.06
laboratorios	6927	14.06
licencia	6927	14.06
Católica	6926	14.06
falleció	6926	14.06
gordo	6924	14.05
Juana	6924	14.05
desarrollando	6920	14.04
Leonardo	6918	14.04
protagonismo	6916	14.03
exista	6916	14.03
Región	6914	14.03
cuantas	6912	14.03
fuga	6912	14.03
inglesa	6911	14.02
destinados	6908	14.02
menciona	6907	14.02
variaciones	6904	14.01
fusión	6902	14.01
tomate	6901	14.0
subida	6898	14.0
excepcional	6897	14.0
agujero	6896	13.99
46	6895	13.99
Suiza	6890	13.98
señorita	6889	13.98
modos	6889	13.98
monedas	6889	13.98
constantes	6888	13.98
disciplinas	6888	13.98
Música	6888	13.98
plenamente	6887	13.98
industrias	6885	13.97
justificar	6883	13.97
jugada	6881	13.96
contará	6879	13.96
acercamiento	6878	13.96
verme	6877	13.96
hueso	6877	13.96
aula	6875	13.95
observado	6874	13.95
asume	6871	13.94
Conferencia	6868	13.94
congreso	6867	13.94
informaron	6867	13.94
llevarse	6864	13.93
Ortega	6863	13.93
rodea	6861	13.92
adelantó	6859	13.92
terremoto	6858	13.92
amo	6857	13.92
famosos	6857	13.92
afectada	6855	13.91
hablo	6855	13.91
debut	6854	13.91
catorce	6853	13.91
deriva	6853	13.91
publica	6851	13.9
comenzaba	6850	13.9
fases	6849	13.9
armonía	6847	13.89
52	6846	13.89
instalado	6845	13.89
pongo	6843	13.89
informaciones	6843	13.89
celulares	6841	13.88
vegetal	6840	13.88
anotó	6839	13.88
Parecía	6839	13.88
religiosas	6835	13.87
supuesta	6834	13.87
considerable	6832	13.86
Gómez	6832	13.86
barreras	6831	13.86
aparente	6830	13.86
cálculos	6830	13.86
1986	6829	13.86
indicador	6829	13.86
evidencias	6827	13.85
escritora	6826	13.85
impactos	6826	13.85
formando	6825	13.85
exámenes	6824	13.85
japonés	6820	13.84
Torres	6819	13.84
encargada	6819	13.84
colonial	6817	13.83
herido	6817	13.83
cortos	6815	13.83
separado	6812	13.82
duras	6812	13.82
abundante	6811	13.82
tendrían	6811	13.82
vulnerables	6811	13.82
dirigidos	6810	13.82
haberlo	6810	13.82
Sierra	6809	13.82
gala	6808	13.82
integran	6806	13.81
post	6801	13.8
ambientes	6797	13.79
enseñar	6795	13.79
futuras	6795	13.79
represión	6791	13.78
online	6785	13.77
capas	6783	13.76
TIC	6778	13.75
jardines	6778	13.75
Occidente	6777	13.75
contribuye	6776	13.75
fotógrafo	6775	13.75
sacado	6774	13.75
venezolana	6774	13.75
preocupado	6770	13.74
temporadas	6769	13.74
Doña	6769	13.74
fraude	6766	13.73
bolso	6763	13.72
instantes	6762	13.72
pistas	6759	13.72
localidades	6759	13.72
presentada	6757	13.71
Fuerza	6757	13.71
deseaba	6751	13.7
repitió	6750	13.7
convencer	6750	13.7
motivación	6750	13.7
agresión	6749	13.7
litros	6748	13.69
frenar	6740	13.68
desapareció	6739	13.68
gráfico	6738	13.67
acento	6737	13.67
grabación	6735	13.67
billetes	6733	13.66
Mundo	6733	13.66
Sabía	6732	13.66
auténtica	6732	13.66
domingos	6732	13.66
fijo	6730	13.66
genio	6729	13.66
compuestos	6727	13.65
intentaba	6727	13.65
malestar	6727	13.65
futura	6726	13.65
inauguración	6726	13.65
medicamento	6726	13.65
judíos	6725	13.65
acusaciones	6724	13.65
comicios	6724	13.65
contestar	6724	13.65
llenar	6723	13.64
1970	6721	13.64
constitución	6721	13.64
gastronomía	6721	13.64
mejoras	6717	13.63
personalmente	6714	13.62
vulnerabilidad	6711	13.62
rastro	6710	13.62
pensamos	6709	13.61
iniciales	6704	13.6
brinda	6703	13.6
titulado	6701	13.6
descubre	6701	13.6
parezca	6700	13.6
47	6699	13.59
diseñar	6699	13.59
santo	6698	13.59
Supongo	6694	13.58
oculta	6694	13.58
inmenso	6693	13.58
vinculados	6692	13.58
exigencia	6692	13.58
distinción	6691	13.58
analiza	6689	13.57
Chicago	6688	13.57
proveedores	6687	13.57
enfrentarse	6686	13.57
paraíso	6685	13.57
brecha	6684	13.56
previos	6682	13.56
transformar	6682	13.56
Cuándo	6681	13.56
confesó	6680	13.56
reino	6679	13.55
sensaciones	6679	13.55
Respecto	6676	13.55
ubica	6676	13.55
describir	6674	13.54
mundos	6674	13.54
suministro	6673	13.54
uruguayo	6673	13.54
deudas	6671	13.54
Energía	6671	13.54
Peter	6669	13.53
acostumbrado	6667	13.53
cruz	6667	13.53
colocó	6666	13.53
aceptado	6663	13.52
1988	6660	13.52
planteado	6655	13.5
dulces	6654	13.5
continúan	6650	13.49
materna	6650	13.49
bordo	6648	13.49
aliados	6647	13.49
ocupan	6647	13.49
protocolo	6643	13.48
enfermera	6640	13.47
preparados	6637	13.47
prohibido	6636	13.47
rompió	6635	13.46
Deportivo	6634	13.46
informar	6634	13.46
catálogo	6632	13.46
alteraciones	6630	13.45
anuncios	6630	13.45
oficialmente	6630	13.45
compositor	6629	13.45
cosecha	6627	13.45
ocultar	6627	13.45
proporciona	6626	13.45
solicitó	6626	13.45
limpiar	6623	13.44
índices	6622	13.44
escuchando	6621	13.44
firmó	6621	13.44
Cualquier	6620	13.43
Media	6620	13.43
príncipe	6618	13.43
Relaciones	6618	13.43
testimonios	6617	13.43
superado	6616	13.43
espectro	6612	13.42
ritual	6611	13.42
aislamiento	6610	13.41
marcada	6610	13.41
comprado	6608	13.41
especializada	6608	13.41
sanción	6604	13.4
establecidos	6603	13.4
Armadas	6601	13.4
viajeros	6599	13.39
proteína	6595	13.38
prioridades	6593	13.38
sana	6593	13.38
energías	6593	13.38
redacción	6591	13.38
vende	6591	13.38
Diana	6588	13.37
Precisamente	6586	13.36
invita	6585	13.36
cómodo	6583	13.36
oriental	6582	13.36
sumamente	6580	13.35
movilización	6580	13.35
pretendía	6577	13.35
sorprende	6577	13.35
Libre	6577	13.35
pantallas	6574	13.34
inmigración	6573	13.34
vuelos	6571	13.33
cubre	6570	13.33
católica	6569	13.33
creativo	6569	13.33
atentados	6568	13.33
chaqueta	6568	13.33
nerviosa	6568	13.33
barcos	6564	13.32
rojas	6563	13.32
Generalitat	6563	13.32
orejas	6563	13.32
consultar	6560	13.31
experimentado	6559	13.31
involucrados	6557	13.31
pasados	6557	13.31
Silvia	6556	13.3
implementar	6556	13.3
profundas	6555	13.3
exigir	6555	13.3
paralelo	6555	13.3
energético	6554	13.3
indicado	6552	13.3
insumos	6550	13.29
sabiendo	6547	13.29
llaves	6546	13.28
reunió	6544	13.28
venden	6544	13.28
sumó	6541	13.27
caro	6540	13.27
concretas	6540	13.27
agregar	6539	13.27
Olímpicos	6539	13.27
casado	6538	13.27
asombro	6537	13.27
Ojalá	6537	13.27
Llegó	6531	13.25
terminan	6529	13.25
reconstrucción	6528	13.25
expediente	6528	13.25
sucesos	6527	13.25
rocas	6523	13.24
onda	6518	13.23
entretenimiento	6517	13.22
aroma	6516	13.22
sonar	6511	13.21
Artes	6509	13.21
externo	6509	13.21
Atlántico	6508	13.21
conferencias	6508	13.21
deportistas	6507	13.2
Ser	6506	13.2
gritar	6506	13.2
debates	6505	13.2
abría	6504	13.2
revolucionario	6503	13.2
vano	6499	13.19
estándares	6499	13.19
Autónoma	6497	13.18
botas	6497	13.18
oscuros	6495	13.18
rama	6494	13.18
acepta	6493	13.18
almacenamiento	6492	13.17
come	6492	13.17
Has	6490	13.17
lleve	6489	13.17
surgen	6486	13.16
prohibición	6485	13.16
cocinar	6481	13.15
coincide	6478	13.15
celebró	6477	13.14
maleta	6475	13.14
Moscú	6475	13.14
ingeniería	6472	13.13
titulares	6471	13.13
algodón	6469	13.13
Regional	6468	13.13
armados	6466	13.12
moto	6466	13.12
seas	6465	13.12
anuncia	6464	13.12
crucial	6464	13.12
palma	6464	13.12
parques	6462	13.11
secuestro	6457	13.1
compuesta	6456	13.1
conversar	6456	13.1
llorando	6456	13.1
equidad	6455	13.1
tendremos	6454	13.1
vestuario	6452	13.09
solucionar	6451	13.09
jugado	6449	13.09
relativo	6448	13.08
combustibles	6448	13.08
pagan	6447	13.08
Cali	6445	13.08
causado	6444	13.08
sexualidad	6443	13.07
Gerardo	6443	13.07
pedí	6441	13.07
acontecimiento	6441	13.07
tiros	6441	13.07
art	6440	13.07
conjunta	6439	13.07
agrupación	6435	13.06
célebre	6435	13.06
calificó	6433	13.05
editor	6433	13.05
victorias	6432	13.05
salvaje	6429	13.05
direcciones	6424	13.04
Málaga	6424	13.04
crean	6421	13.03
manual	6421	13.03
prestar	6419	13.03
Charles	6419	13.03
producciones	6418	13.02
analistas	6417	13.02
respectivos	6416	13.02
salidas	6413	13.01
ajena	6411	13.01
sabiduría	6409	13.01
poderosa	6408	13.0
tercio	6408	13.0
retraso	6405	13.0
compartido	6402	12.99
compró	6402	12.99
anciano	6401	12.99
defiende	6400	12.99
minerales	6400	12.99
camina	6399	12.99
percibe	6398	12.98
idiomas	6397	12.98
orgánica	6397	12.98
presa	6396	12.98
Walter	6396	12.98
asesor	6394	12.98
considerarse	6393	12.97
cuerda	6391	12.97
integrada	6391	12.97
dejamos	6389	12.96
narración	6386	12.96
Patricia	6386	12.96
estarían	6385	12.96
urbanos	6384	12.95
fuertemente	6384	12.95
dominicano	6383	12.95
Acaso	6382	12.95
desnuda	6382	12.95
Investigaciones	6382	12.95
presupuestos	6380	12.95
universitaria	6380	12.95
referentes	6370	12.93
euro	6370	12.93
Asuntos	6365	12.92
mínimos	6365	12.92
plantear	6364	12.91
empezando	6363	12.91
Mayo	6361	12.91
Claudio	6357	12.9
símbolos	6355	12.9
universitario	6355	12.9
1987	6352	12.89
cercanas	6350	12.89
Justo	6349	12.88
persecución	6347	12.88
afecto	6345	12.88
Ministros	6344	12.87
asociada	6342	12.87
miseria	6341	12.87
